Title,Publisher,Address,Core Collection
STUDIES IN PSYCHOLOGY-PSIKOLOJI CALISMALARI DERGISI,ISTANBUL UNIV,"FAC LETTERS, DEPT PSYCHOLOGY , ISTANBUL UNIV, FAC LETTERS, DEPT PSYCHOLOGY, ISTANBUL, TURKEY, 34459",Emerging Sources Citation Index
STUDIES IN RELIGION-SCIENCES RELIGIEUSES,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",Arts & Humanities Citation Index
STUDIES IN ROMANTICISM,JOHNS HOPKINS UNIV PRESS,"JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363",Arts & Humanities Citation Index
STUDIES IN RUSSIAN AND SOVIET CINEMA,ROUTLEDGE JOURNALS,"TAYLOR & FRANCIS LTD , 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",Emerging Sources Citation Index
STUDIES IN SCIENCE EDUCATION,ROUTLEDGE JOURNALS,"TAYLOR & FRANCIS LTD , 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",Science Citation Index Expanded | Social Sciences Citation Index
STUDIES IN SECOND LANGUAGE ACQUISITION,CAMBRIDGE UNIV PRESS,"32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",Social Sciences Citation Index
STUDIES IN SECOND LANGUAGE LEARNING AND TEACHING,ADAM MICKIEWICZ UNIV,"KALISZ , FAC PEDAGOGY & FINE ARTS, DEPT ENGLISH STUDIES, UL NOWY SWIAT 28-30, KALISZ, POLAND, 62-800",Social Sciences Citation Index
STUDIES IN SELF-ACCESS LEARNING JOURNAL,KANDA UNIV INT STUDIES,"1-4-1 WAKAB, MIHAMA-KU, CHIBA-SHI, JAPAN, 261-0014",Emerging Sources Citation Index
STUDIES IN SOCIAL JUSTICE,UNIV WINDSOR,"CENTRE STUDIES SOCIAL JUSTICE , 251-1 CHRYSLER HALL SOUTH, WINDSOR, CANADA, ON, N9B 3P4",Emerging Sources Citation Index
STUDIES IN SPANISH & LATIN AMERICAN CINEMAS,INTELLECT LTD,"THE MILL, PARNALL RD, BRISTOL, ENGLAND, BS16 3JG",Emerging Sources Citation Index
STUDIES IN SPIRITUALITY,PEETERS,"BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000",Emerging Sources Citation Index
STUDIES IN THEATRE AND PERFORMANCE,ROUTLEDGE JOURNALS,"TAYLOR & FRANCIS LTD , 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",Arts & Humanities Citation Index
STUDIES IN THE EDUCATION OF ADULTS-NIACE,ROUTLEDGE JOURNALS,"TAYLOR & FRANCIS LTD , 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",Emerging Sources Citation Index
STUDIES IN THE HISTORY OF GARDENS & DESIGNED LANDSCAPES,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",Arts & Humanities Citation Index
STUDIES IN THE LITERARY IMAGINATION,GEORGIA STATE UNIV,"DEPT ENGLISH, PO BOX 3970, ATLANTA, USA, GA, 30302-3970",Arts & Humanities Citation Index
STUDIES IN THE NOVEL,JOHNS HOPKINS UNIV PRESS,"JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363",Arts & Humanities Citation Index
STUDIES IN WORLD CHRISTIANITY,EDINBURGH UNIV PRESS,"THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ",Arts & Humanities Citation Index
STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",Science Citation Index Expanded
STUDI FRANCESI,ROSENBERG & SELLIER,"VIA ANDREA DORIA 14, TURIN, ITALY, 10123",Arts & Humanities Citation Index
STUDII DE LINGVISTICA,EDITURA UNIV ORADEA,"UNIVERSITATII ST NO 1, PAVILION C, ORADEA, ROMANIA, BIHOR, 00000",Emerging Sources Citation Index
STUDI IRLANDESI-A JOURNAL OF IRISH STUDIES,FIRENZE UNIV PRESS,"JOURNALS DIVISION, BORGO ALBIZI, 28, FIRENZE, ITALY, 50122",Emerging Sources Citation Index
STUDII SI CERCETARI STIINTIFICE UNIVERSITATEA BACAU SERIA BIOLOGIE,UNIV BACAU,"CALEA MARASESTI, 157, BACAU, ROMANIA, 600115",Zoological Record
STUDIJNE ZVESTI ARCHEOLOGICKEHO USTAVU SLOVENSKEJ AKADEMIE VIED,SLOVENSKA AKAD VIED,"ARCHEOLOGICKY USTAV , AKADEMICKA 2, NITRA, SLOVAKIA, 94921",Emerging Sources Citation Index
STUDI KANTIANI,FABRIZIO SERRA EDITORE,"VIA SANTA BIBBIANA 28, PISA, Italy, I-56127",Emerging Sources Citation Index
STUDI MEDIEVALI,CENTRO ITAL STUD SULL ALTO MED,"PALAZZO ANCAIANI, SPOLETO (PERUGIA), ITALY, 06049",Arts & Humanities Citation Index
STUDI MUSICALI-NUOVA SERIE,ACCAD NAZ SANTA CECILIA,"FONDAZIONE , AUDITORIUM PARCO DELLA MUSICA, LARGO LUCIANO BERIO 3, ROMA, ITALY, 00196",Arts & Humanities Citation Index
STUDI PASOLINIANI-RIVISTA INTERNAZIONALE,FABRIZIO SERRA EDITORE,"VIA SANTA BIBBIANA 28, PISA, Italy, I-56127",Emerging Sources Citation Index
STUDI PIEMONTESI,CENT STUD PIEMONTESI,"VIA OTTAVIO REVEL 15, TURIN, ITALY, 10121",Arts & Humanities Citation Index
STUDI ROMANI,IST NAZIONALE STUDI ROMANI,"PIAZZA DEI CAVALIERI MALTA N 2, ROME, ITALY, 00153",Arts & Humanities Citation Index
STUDI SECENTESCHI,CASA EDITRICE LEO S OLSCHKI,"VIUZZO DEL POZZETTO, 8, FLORENCE, ITALY, I-50126",Arts & Humanities Citation Index
STUDI SLAVISTICI,FIRENZE UNIV PRESS,"JOURNALS DIVISION, BORGO ALBIZI, 28, FIRENZE, ITALY, 50122",Emerging Sources Citation Index
STUDI STORICI,CAROCCI EDITORE SPA,"VIA SARDEGNA 50, ROME, ITALY, 00187",Arts & Humanities Citation Index
STUDI TRENTINI DI SCIENZE NATURALI,MUSEO TRIDENTINO SCIENZE NATURALI,"VIA CALEPINA 14, C P 393, TRENT, ITALY, 00000",Biological Abstracts | BIOSIS Previews | Zoological Record
STUDYING TEACHER EDUCATION,ROUTLEDGE JOURNALS,"TAYLOR & FRANCIS LTD , 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",Emerging Sources Citation Index
STUF-LANGUAGE TYPOLOGY AND UNIVERSALS,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",Emerging Sources Citation Index
STUTTGARTER BEITRAEGE ZUR NATURKUNDE SERIE C WISSEN FUER ALLE,STAATLICHES MUSEUM NATURKUNDE,"ROSENSTEIN 1, STUTTGART, GERMANY, 00000",Zoological Record
STYLE,PENN STATE UNIV PRESS,"820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802",Arts & Humanities Citation Index
SUARA SERANGGA PAPUA,KELOMPOK ENTOMOLOGI PAPUA-KEP,"C/O RINTO H MAMBRASAR, KOTAKPOS 1078, JAYAPURA, INDONESIA, PAPUA, 99010",Zoological Record
SUBJECTIVITY,PALGRAVE MACMILLAN LTD,"BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS",Emerging Sources Citation Index
SUB-STANCE,JOHNS HOPKINS UNIV PRESS,"JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363",Arts & Humanities Citation Index
SUBSTANCE ABUSE,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",Science Citation Index Expanded | Social Sciences Citation Index
SUBSTANCE ABUSE AND REHABILITATION,DOVE MEDICAL PRESS LTD,"PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752",Emerging Sources Citation Index
SUBSTANCE ABUSE-RESEARCH AND TREATMENT,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",Emerging Sources Citation Index
SUBSTANCE ABUSE TREATMENT PREVENTION AND POLICY,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",Social Sciences Citation Index
SUBSTANCE USE & MISUSE,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",Science Citation Index Expanded | Social Sciences Citation Index
SUBTERRANEAN BIOLOGY,INT SOC SUBTERRANEAN BIOL,"UNIV ROMA, DEPT BIOL ANIMALE & DELL UOMO, VIALE DELL UNIVERSITA, 32, ROMA, ITALY, 00185",Science Citation Index Expanded
SUCHTTHERAPIE,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, STUTTGART, GERMANY, D-70469",Science Citation Index Expanded
SUCHT-ZEITSCHRIFT FUR WISSENSCHAFT UND PRAXIS,HOGREFE AG-HOGREFE AG SUISSE,"LANGGASS STRASSE 76, BERN , Switzerland, 3012",Emerging Sources Citation Index
SUDAN JOURNAL OF MEDICAL SCIENCES,KNOWLEDGE E,"OFF 4401, JUMEIRAH BAY X2 TOWER, JUMEIRAH LAKES TOWERS JLT, PO BOX 488239, DUBAI, U ARAB EMIRATES, 00000",Emerging Sources Citation Index
SUDEBNO-MEDITSINSKAYA EKSPERTIZA,IZDATELSTVO MEDITSINA,"PETROVERIGSKII PER 6-8, MOSCOW, RUSSIA, K-142",Biological Abstracts | BIOSIS Previews
SUFFOLK BIRDS,SUFFOLK NATURALISTS SOC,"THE MUSEUM, HIGH ST., HIGASHIOSAKA, IPSWICH, ENGLAND, IP1 3QH",Zoological Record
SUFFOLK NATURAL HISTORY,SUFFOLK NATURALISTS SOC,"THE MUSEUM, HIGH ST., HIGASHIOSAKA, IPSWICH, ENGLAND, IP1 3QH",Zoological Record
SUGAR INDUSTRY-ZUCKERINDUSTRIE,VERLAG DR ALBERT BARTENS,"LUCKHOFFSTRASSE 16, BERLIN 38, GERMANY, D-14129",Science Citation Index Expanded
SUGAR TECH,SPRINGER INDIA,"7TH FLOOR, VIJAYA BUILDING, 17, BARAKHAMBA ROAD, NEW DELHI, INDIA, 110 001",Science Citation Index Expanded
SUICIDE AND LIFE-THREATENING BEHAVIOR,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Social Sciences Citation Index
SUICIDOLOGY,TYUMEN STATE MEDICAL ACAD,"RM 1, ST PODEBY 69A, BELGOROD, RUSSIA, 00000",Emerging Sources Citation Index
SUICIDOLOGY ONLINE-SOL,UNIV MOLISE,"VIA SANTIS, CAMPOBASSO, ITALY, 86100",Emerging Sources Citation Index
SUID-AFRIKAANSE TYDSKRIF VIR NATUURWETENSKAP EN TEGNOLOGIE,MEDPHARM PUBLICATIONS PTY LTD,"PO BOX 14804 LYTTELTON MANOR, CENTURION, SOUTH AFRICA, 0140",Biological Abstracts | BIOSIS Previews
SUIFORM SOUNDINGS,IUCN-SSC PIGS PECCAREIS & HIPPOS SPECIALIST GROUP,"C/O ERIK MEIJAARD, NATURE CONSERVANCY, EAST KALIMANTAN PROGR JI GAMLAN NO 4, KOMP PREFAB, SAMARINDA, EAST KALIMANTAN, INDONESIA, 75123",Zoological Record
SUISAN ZOSHOKU,JAPAN SOC AQUACULTURE RESEARCH,"C/O GRADUATE SCHOOL AGRICULTURAL SCIENCE, TOHOKU UNIV, 1-1 TSUTSUMI-DORI AMAMIYA-MACHI, AOBA-KU, SENDAI, JAPAN, MIYAGI, 981-8555",Zoological Record
SULA,NEDERLANDSE ZEEVOGELGROEP,"C/O HON. SECRETARY, DE HOUTMANSTRAAT 46, OUDESCHILD, NETHERLANDS, TEXEL, 1792 BC",Zoological Record
SUMA DE NEGOCIOS,FUNDACION UNIV KONRAD LORENZ,"CARRERA 9 BIS NO 62-43, BOGOTA, COLOMBIA, 00000",Emerging Sources Citation Index
SUMARSKI LIST,CROATIAN FORESTRY SOC,"TRG MAZURANICA 11, ZAGREB, CROATIA, 00000",Science Citation Index Expanded
SUMARSTVO,UDRUZENJI SUMARSKIH INZENJERA & TEHNICARA SRBIJE,"KNEZA MILOSHA 7A-III, BEOGRAD, SERBIA, 00000",Zoological Record
SUMMA PHYTOPATHOLOGICA,UNIV ESTADUAL PAULISTA-UNESP,"FAC CIENCIAS AGRARIAS E V , VIA DE ACESSO PROF DR PAULO DONATO CASTELLANE, KM 5, JABOTICABAL, BRAZIL, SP, 00000",Biological Abstracts | BIOSIS Previews
SUNGKYUN JOURNAL OF EAST ASIAN STUDIES,ACAD EAST ASIAN STUD,"SUNGKYUNKWAN UNIVERSITY , 53 MYEONGNYUN-DONG 3-GA, JONGNO-GU, SOUTH KOREA, SEOUL, 110-745",Arts & Humanities Citation Index
SUN YAT-SEN JOURNAL OF HUMANITIES,NATL SUN YAT-SEN UNIV,"COLL LIBERAL ARTS , 70 LIENHAI RD, KAOHSIUNG, TAIWAN, PEOPLES R CHINA, 804",Emerging Sources Citation Index
SUO-HELSINKI,SUOSEURA,"METSAEKOLOGIAN LAITOS PL 24, HELSINKI, FINLAND,",Biological Abstracts | BIOSIS Previews
SUOMEN RIISTA,FINNISH GAME & FISHERIES RESEARCH INST-FGFRI,"VIIKINKAARI 4, PO BOX 2, HELSINKI, FINLAND, FI-00791",Zoological Record
SUOMEN YMPARISTO,FINNISH ENVIRONMENT INST,"P O BOX 140, HELSINKI, FINLAND, FIN-00251",Zoological Record
SUPERCONDUCTOR SCIENCE & TECHNOLOGY,IOP PUBLISHING LTD,"TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE",Science Citation Index Expanded
SUPERVISING SCIENTIST REPORT,SUPERVISING SCIENTIST DIV-ENVIRONMENT AUSTRALIA,"GPO BOX 461, DARWIN, AUSTRALIA, NT, 0801",Zoological Record
SUPPLY CHAIN FORUM,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",Emerging Sources Citation Index
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,EMERALD GROUP PUBLISHING LTD,"HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",Social Sciences Citation Index
SUPPORT FOR LEARNING,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Emerging Sources Citation Index
SUPPORTIVE CARE IN CANCER,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",Science Citation Index Expanded
SUPRAMOLECULAR CHEMISTRY,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",Science Citation Index Expanded
SUPREME COURT REVIEW,UNIV CHICAGO PRESS,"1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954",Social Sciences Citation Index
SURANAREE JOURNAL OF SCIENCE AND TECHNOLOGY,SURANAREE UNIV TECHNOLOGY,"111, THANON MAHA WITTHAYALAI, SURANARI, MUEANG NAKHON RATCHASIMA DIST, NAKHON RATCHASIMA, THAILAND, 30000",Emerging Sources Citation Index
SURFACE AND INTERFACE ANALYSIS,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Science Citation Index Expanded
SURFACE COATINGS INTERNATIONAL,OIL & COLOUR CHEMISTS ASSOC,"OCCA PRIORY HOUSE-967 HARROW RD WEMBLEY, MIDDLESEX, ENGLAND, HA0 2SF",Science Citation Index Expanded
SURFACE & COATINGS TECHNOLOGY,ELSEVIER SCIENCE SA,"PO BOX 564, LAUSANNE, SWITZERLAND, 1001",Science Citation Index Expanded
SURFACE ENGINEERING,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",Science Citation Index Expanded
SURFACE ENGINEERING AND APPLIED ELECTROCHEMISTRY,PLEIADES PUBLISHING INC,"PLEIADES HOUSE, 7 W 54 ST, NEW YORK, United States, NY, 10019",Emerging Sources Citation Index
SURFACE INNOVATIONS,ICE PUBLISHING,"INST CIVIL ENGINEERS, 1 GREAT GEORGE ST, WESTMINISTER, ENGLAND, SW 1P 3AA",Science Citation Index Expanded
SURFACE REVIEW AND LETTERS,WORLD SCIENTIFIC PUBL CO PTE LTD,"5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224",Science Citation Index Expanded
SURFACES,MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",Emerging Sources Citation Index
SURFACES AND INTERFACES,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Science Citation Index Expanded
SURFACE SCIENCE,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Science Citation Index Expanded
SURFACE SCIENCE REPORTS,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Science Citation Index Expanded
SURFACE SCIENCE SPECTRA,AIP PUBLISHING,"1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501",Emerging Sources Citation Index
SURFACE TOPOGRAPHY-METROLOGY AND PROPERTIES,IOP PUBLISHING LTD,"TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE",Science Citation Index Expanded
SURGEON-JOURNAL OF THE ROYAL COLLEGES OF SURGEONS OF EDINBURGH AND IRELAND,ROYAL COLLEGE SURGEONS EDINBURGH,"NICOLSON ST, EDINBURGH, SCOTLAND, EH8 9DW",Science Citation Index Expanded
SURGERY,MOSBY-ELSEVIER,"360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710",Science Citation Index Expanded
SURGERY FOR OBESITY AND RELATED DISEASES,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",Science Citation Index Expanded
SURGERY JOURNAL,THIEME MEDICAL PUBL INC,"333 SEVENTH AVE, NEW YORK, USA, NY, 10001",Emerging Sources Citation Index
SURGERY OPEN SCIENCE,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Emerging Sources Citation Index
SURGERY TODAY,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",Science Citation Index Expanded
SURGICAL AND RADIOLOGIC ANATOMY,SPRINGER FRANCE,"22 RUE DE PALESTRO, PARIS, FRANCE, 75002",Science Citation Index Expanded
SURGICAL CASE REPORTS,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",Emerging Sources Citation Index
SURGICAL CLINICS OF NORTH AMERICA,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",Science Citation Index Expanded
SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",Science Citation Index Expanded
SURGICAL INFECTIONS,MARY ANN LIEBERT,"INC , 140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",Science Citation Index Expanded
SURGICAL INNOVATION,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",Science Citation Index Expanded
SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",Science Citation Index Expanded
SURGICAL ONCOLOGY CLINICS OF NORTH AMERICA,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",Science Citation Index Expanded
SURGICAL ONCOLOGY-OXFORD,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",Science Citation Index Expanded
SURGICAL PRACTICE,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Emerging Sources Citation Index
SURGICAL TECHNIQUES DEVELOPMENT,MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",Emerging Sources Citation Index
SURGICAL TECHNOLOGY INTERNATIONAL-INTERNATIONAL DEVELOPMENTS IN SURGERY AND SURGICAL RESEARCH,SURGICAL TECHNOLOGY INT ONLINE,"2443 FILLMORE ST, 229, SAN FRANCISCO, USA, CA, 94115",Emerging Sources Citation Index
SURTSEY RESEARCH,SURTSEY RESEARCH SOC,"P. O. BOX 352, REYKJAVIK, ICELAND, 121",Zoological Record
SURVEILLANCE & SOCIETY,SURVEILLANCE STUDIES NETWORK,"UNIV NEWCASTLE UPON TYNE, GLOBAL URBAN RESEARCH UNIT, NEWCASTLE UPON TYNE, ENGLAND, NE1 7RU",Emerging Sources Citation Index
SURVEY METHODOLOGY,STATISTICS CANADA,"100 TUNNEYS PASTURE DRIVEWAY, OTTAWA, CANADA, ONTARIO, K1A 0T6",Science Citation Index Expanded | Social Sciences Citation Index
SURVEY OF OPHTHALMOLOGY,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",Science Citation Index Expanded
SURVEY RESEARCH METHODS,EUROPEAN SURVEY RESEARCH ASSOCIATION,"UNIV DUISBURG-ESSEN , LOTHARSTR 65-LF 360, DUISBURG, GERMANY, D-47057",Social Sciences Citation Index
SURVEY REVIEW,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",Science Citation Index Expanded
SURVEYS IN GEOPHYSICS,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",Science Citation Index Expanded
SURVIVAL,ROUTLEDGE JOURNALS,"TAYLOR & FRANCIS LTD , 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",Social Sciences Citation Index
SUSMAT,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Emerging Sources Citation Index
SUSSEX BIRD REPORT,SUSSEX ORNITHOLOGICAL SOC,"C/O R. COWSER, SECRETARY, BEAVERS BROOK, THATCHWAY, ANGMERING, ENGLAND, WEST SUSSEX, BN16 4HJ",Additional Indexes
SUSTAINABILITY,MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",Science Citation Index Expanded | Social Sciences Citation Index
SUSTAINABILITY ACCOUNTING MANAGEMENT AND POLICY JOURNAL,EMERALD GROUP PUBLISHING LTD,"HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",Social Sciences Citation Index
SUSTAINABILITY SCIENCE,SPRINGER JAPAN KK,"SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005",Science Citation Index Expanded
SUSTAINABILITY-SCIENCE PRACTICE AND POLICY,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",Emerging Sources Citation Index
SUSTAINABLE AND RESILIENT INFRASTRUCTURE,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",Emerging Sources Citation Index
SUSTAINABLE CHEMISTRY AND PHARMACY,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Science Citation Index Expanded
SUSTAINABLE CITIES AND SOCIETY,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Science Citation Index Expanded
SUSTAINABLE COMPUTING-INFORMATICS & SYSTEMS,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Science Citation Index Expanded
SUSTAINABLE DEVELOPMENT,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Social Sciences Citation Index
SUSTAINABLE ENERGY & FUELS,ROYAL SOC CHEMISTRY,"THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF",Science Citation Index Expanded
SUSTAINABLE ENERGY GRIDS & NETWORKS,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Science Citation Index Expanded
SUSTAINABLE ENERGY TECHNOLOGIES AND ASSESSMENTS,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Science Citation Index Expanded
SUSTAINABLE ENVIRONMENT,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",Emerging Sources Citation Index
SUSTAINABLE ENVIRONMENT RESEARCH,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",Science Citation Index Expanded
SUSTAINABLE FUTURES,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Emerging Sources Citation Index
SUSTAINABLE MATERIALS AND TECHNOLOGIES,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Science Citation Index Expanded
SUSTAINABLE PRODUCTION AND CONSUMPTION,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Science Citation Index Expanded | Social Sciences Citation Index
SUSTAINABLE WATER RESOURCES MANAGEMENT,SPRINGER INT PUBL AG,"GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330",Emerging Sources Citation Index
SU URUNLERI DERGISI,EGE UNIV,"FAC FISHERIES , EGE UNIV, FAC FISHERIES, BORNOVA-IZMIR, TURKEY, 35100",Emerging Sources Citation Index
SUVREMENA LINGVISTIKA,CROATIAN PHILOLOGICAL SOC,"FILOZOFSKI FAK, IVANA LUCICA 3, ZAGREB, CROATIA, 10000",Emerging Sources Citation Index
SVENSK BOTANISK TIDSKRIFT,SVENSKA BOTANISKA FORENINGEN,"C/O FYTOTEKET, VILLAV 6, UPPSALA, SWEDEN,",Biological Abstracts | BIOSIS Previews
SVMMA-REVISTA DE CULTURES MEDIEVALS,UNIV BARCELONA,"INST RECERCA & CULTURES MEDIEVALS-IRCVM , C/ MONTALEGRE 6-8, BARCELONA, SPAIN, 08001",Emerging Sources Citation Index
SWAINSONA,ADELAIDE BOTANIC GARDENS,"NORTH TERRACE, ADELAIDE, AUSTRALIA, SA, 5000,",Biological Abstracts | BIOSIS Previews
SWARM AND EVOLUTIONARY COMPUTATION,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Science Citation Index Expanded
SWARM INTELLIGENCE,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",Science Citation Index Expanded
SWIAT I SLOWO,UNIV BIELSKO-BIALA,"WILLOWA 2, 43-309 BIELSKO-BIALA, POLAND, 00000",Emerging Sources Citation Index
SWISS JOURNAL OF GEOSCIENCES,SPRINGER INT PUBL AG,"GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330",Science Citation Index Expanded
SWISS JOURNAL OF PALAEONTOLOGY,SPRINGER INT PUBL AG,"GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330",Science Citation Index Expanded
